date,store_id,category,weather,promotion,special_event,dominant_age_group,num_customers,total_sales,online_sales,in_store_sales,avg_transaction,return_rate
2023-03-14,store_3,Clothing,Cloudy,BOGO,False,25-34,89.0,1894.58,1317.17,577.41,21.29,0.085
2023-03-14,store_3,Groceries,Cloudy,Flash Sale,False,45-54,95.0,669.22,100.0,569.23,7.04,0.0289
2023-03-14,store_3,Home Goods,Sunny,Flash Sale,True,18-24,171.0,2878.13,1571.09,1307.04,16.83,0.0459
2023-03-14,store_3,Beauty,Cloudy,Seasonal,False,45-54,93.0,897.36,778.84,118.52,9.65,0.0531
2023-03-14,store_4,Electronics,Cloudy,Flash Sale,False,35-44,111.0,,804.97,574.2,12.42,0.0652
2023-03-14,store_4,Clothing,Sunny,,False,25-34,103.0,1237.19,571.64,665.55,12.01,0.0625
2023-03-14,store_4,Groceries,Sunny,BOGO,False,55+,118.0,2104.02,1250.73,853.29,17.83,0.0383
2023-03-14,store_4,Home Goods,Windy,Discount,False,18-24,113.0,1373.06,225.2,1147.86,12.15,0.0648
2023-03-14,store_4,Beauty,Windy,,True,35-44,165.0,1593.02,441.37,,9.65,
2023-03-14,store_5,Electronics,Snowy,Discount,False,55+,68.0,897.31,517.04,380.27,13.2,0.0633
2023-03-14,store_5,Clothing,Sunny,Flash Sale,False,55+,114.0,1708.92,880.03,828.89,14.99,0.0199
2023-03-14,store_5,Groceries,Rainy,Seasonal,False,18-24,97.0,1041.14,328.64,712.49,10.73,0.0621
2023-03-14,store_5,Home Goods,Rainy,,False,25-34,88.0,896.22,571.29,324.93,10.18,0.0423
2023-03-14,store_5,Beauty,Rainy,BOGO,False,,77.0,1439.05,638.9,800.15,18.69,
2023-03-14,store_6,Electronics,Snowy,Discount,False,55+,73.0,1239.52,814.19,425.33,16.98,0.0477
2023-03-14,store_6,Clothing,Sunny,,False,25-34,102.0,1297.37,219.91,1077.47,12.72,0.0401
2023-03-14,store_6,Groceries,Sunny,BOGO,True,25-34,171.0,1970.24,1524.9,445.34,11.52,0.0738
2023-03-14,store_6,Home Goods,Cloudy,Discount,False,25-34,96.0,1227.97,464.24,,12.79,0.0352
2023-03-14,store_6,Beauty,Cloudy,Flash Sale,True,,147.0,2634.26,967.12,1667.13,17.92,0.0673
2023-03-14,store_7,Electronics,Windy,Discount,False,35-44,103.0,1204.08,122.37,1081.71,11.69,0.0274
2023-03-14,store_7,Clothing,Snowy,Seasonal,False,35-44,68.0,1098.91,660.87,438.03,16.16,0.0639
2023-03-14,store_7,Groceries,Rainy,BOGO,False,18-24,75.0,1191.03,632.33,558.7,15.88,0.0939
2023-03-14,store_7,Home Goods,Snowy,Flash Sale,False,25-34,90.0,754.2,284.41,469.8,8.38,0.0083
2023-03-14,store_7,Beauty,Snowy,BOGO,False,45-54,77.0,1005.11,96.79,908.31,13.05,0.0499
2023-03-14,store_8,Electronics,Sunny,Flash Sale,False,25-34,110.0,1515.92,919.32,596.6,13.78,0.0497
2023-03-14,store_8,Clothing,Sunny,,False,45-54,113.0,1500.14,1167.95,332.19,13.28,0.04
2023-03-14,store_8,Groceries,Sunny,Discount,False,25-34,95.0,1415.92,1182.26,233.66,14.9,0.0397
2023-03-14,store_8,Home Goods,Cloudy,Flash Sale,False,35-44,101.0,1028.46,817.94,210.51,10.18,0.0696
2023-03-14,store_8,Beauty,Cloudy,Seasonal,False,18-24,91.0,1549.88,283.65,1266.23,17.03,0.0371
2023-03-14,store_9,Electronics,,Discount,False,55+,72.0,1531.28,598.32,932.96,21.27,0.0568
2023-03-14,store_9,Clothing,Snowy,Discount,False,18-24,84.0,,181.9,936.91,13.32,0.0659
2023-03-14,store_9,Groceries,Snowy,Flash Sale,False,25-34,86.0,917.45,399.05,518.4,10.67,0.0168
2023-03-14,store_9,Home Goods,Sunny,Flash Sale,False,18-24,108.0,1388.03,326.96,1061.07,12.85,0.0403
2023-03-14,store_9,Beauty,Rainy,Flash Sale,False,45-54,80.0,715.7,157.7,557.99,8.95,0.032
2023-03-14,store_10,Electronics,Rainy,Flash Sale,False,18-24,105.0,1069.77,87.83,981.94,10.19,0.0479
2023-03-14,store_10,Clothing,Windy,,False,35-44,100.0,1012.57,226.8,785.77,10.13,0.0502
2023-03-14,store_10,Groceries,Sunny,Seasonal,True,25-34,161.0,2499.22,1316.02,1183.21,15.52,0.0333
2023-03-14,store_10,Home Goods,Cloudy,BOGO,False,35-44,95.0,1295.02,629.89,665.13,13.63,0.0581
2023-03-14,store_10,Beauty,Snowy,Discount,False,18-24,80.0,1012.53,305.63,,12.66,0.0733
2023-03-15,store_1,Electronics,Snowy,Flash Sale,False,35-44,73.0,1147.89,697.22,450.66,15.72,0.057
2023-03-15,store_1,Clothing,Windy,,False,25-34,102.0,766.58,347.31,419.27,7.52,0.0304
2023-03-15,store_1,Groceries,Cloudy,Flash Sale,True,45-54,153.0,2359.98,873.64,1486.34,15.42,0.0103
2023-03-15,store_1,Home Goods,Sunny,Discount,False,35-44,113.0,1201.51,569.77,631.74,10.63,0.0602
2023-03-15,store_1,Beauty,Windy,Discount,False,35-44,92.0,1272.97,78.27,1194.7,13.84,0.0839
2023-03-15,store_2,Electronics,Sunny,,False,45-54,110.0,1347.57,665.06,682.51,12.25,0.0737
2023-03-15,store_2,Clothing,Windy,Seasonal,True,25-34,171.0,1258.7,516.96,741.73,7.36,0.036
2023-03-15,store_2,Groceries,Cloudy,BOGO,True,18-24,180.0,1587.03,735.78,851.24,8.82,0.0432
2023-03-15,store_2,Home Goods,Rainy,,False,55+,89.0,1066.31,759.43,306.88,11.98,0.0434
2023-03-15,store_2,Beauty,Sunny,Flash Sale,False,18-24,103.0,1269.27,543.67,725.6,12.32,
2023-03-15,store_3,Electronics,Rainy,,False,18-24,88.0,1213.57,728.14,485.43,13.79,0.0542
2023-03-15,store_3,Clothing,Sunny,Flash Sale,False,45-54,114.0,1467.43,278.47,1188.96,12.87,0.0385
2023-03-15,store_3,Groceries,Cloudy,Seasonal,False,25-34,92.0,1240.12,253.39,986.74,13.48,0.0872
2023-03-15,store_3,Home Goods,Snowy,Seasonal,False,45-54,79.0,845.86,294.18,551.68,10.71,
2023-03-15,store_3,Beauty,Snowy,Discount,False,35-44,60.0,1435.44,516.55,918.88,23.92,0.0565
2023-03-15,store_4,Electronics,Rainy,Discount,False,25-34,101.0,1088.94,281.89,807.05,10.78,0.0347
2023-03-15,store_4,Clothing,Snowy,BOGO,False,35-44,81.0,1194.68,342.86,851.82,14.75,0.0685
2023-03-15,store_4,Groceries,Sunny,Flash Sale,False,25-34,110.0,1453.47,195.64,1257.83,13.21,0.04
2023-03-15,store_4,Home Goods,Sunny,Flash Sale,False,55+,112.0,1708.37,770.46,937.91,15.25,0.0421
2023-03-15,store_4,Beauty,Rainy,Flash Sale,False,35-44,93.0,1069.43,119.49,949.94,11.5,0.0295
2023-03-15,store_5,Electronics,Rainy,Flash Sale,False,45-54,93.0,1001.76,32.1,969.66,,0.0504
2023-03-15,store_5,Clothing,Snowy,Flash Sale,False,45-54,73.0,1285.58,647.2,638.39,17.61,
2023-03-15,store_5,Groceries,Snowy,BOGO,False,45-54,72.0,1031.79,373.22,658.56,14.33,0.0546
2023-03-15,store_5,Home Goods,Rainy,Seasonal,False,25-34,81.0,1078.29,421.25,657.03,13.31,0.0512
2023-03-15,store_5,Beauty,Rainy,Seasonal,False,55+,82.0,1262.27,575.52,686.75,15.39,0.0508
2023-03-15,store_6,Electronics,Cloudy,Flash Sale,False,45-54,96.0,1259.06,228.12,1030.94,13.12,0.0418
2023-03-15,store_6,Clothing,Cloudy,BOGO,False,25-34,100.0,1428.25,876.99,551.26,14.28,0.0848
2023-03-15,store_6,Groceries,Snowy,,False,45-54,73.0,966.47,228.66,737.81,13.24,0.0345
2023-03-15,store_6,Home Goods,Cloudy,,False,25-34,92.0,1427.42,670.69,756.72,15.52,0.0464
2023-03-15,store_6,Beauty,Rainy,BOGO,False,25-34,81.0,1265.0,23.01,1241.99,15.62,
2023-03-15,store_7,Electronics,Snowy,Seasonal,False,45-54,76.0,855.27,436.63,418.64,11.25,0.0609
2023-03-15,store_7,Clothing,Sunny,Discount,False,25-34,99.0,1622.82,601.87,1020.95,16.39,0.0467
2023-03-15,store_7,Groceries,Cloudy,Seasonal,False,45-54,90.0,1260.82,121.54,1139.28,14.01,0.0368
2023-03-15,store_7,Home Goods,Windy,Discount,False,35-44,108.0,1331.06,1243.4,87.66,12.32,0.0148
2023-03-15,store_7,Beauty,Snowy,,False,25-34,81.0,1307.0,212.28,1094.72,16.14,0.0679
2023-03-15,store_8,Electronics,Snowy,BOGO,False,55+,69.0,1492.22,501.98,990.24,21.63,0.0345
2023-03-15,store_8,Clothing,Windy,,False,18-24,90.0,748.71,480.93,267.78,8.32,0.0666
2023-03-15,store_8,Groceries,Sunny,,True,18-24,146.0,1447.86,324.5,1123.37,9.92,0.0432
2023-03-15,store_8,Home Goods,Cloudy,,False,35-44,108.0,,241.08,928.88,10.83,0.0965
2023-03-15,store_8,Beauty,Rainy,Discount,False,35-44,85.0,675.09,356.14,318.95,7.94,0.092
2023-03-15,store_9,Electronics,Sunny,BOGO,False,35-44,115.0,1403.48,859.27,544.21,12.2,0.0471
2023-03-15,store_9,Clothing,Windy,Flash Sale,False,25-34,98.0,1062.06,589.92,472.14,10.84,0.0316
2023-03-15,store_9,Groceries,Cloudy,BOGO,False,55+,95.0,1492.18,1084.34,407.84,15.71,0.0567
2023-03-15,store_9,Home Goods,Rainy,Discount,False,18-24,90.0,1396.69,1177.36,219.32,15.52,0.0713
2023-03-15,store_9,Beauty,Windy,Seasonal,False,55+,100.0,1237.2,501.62,735.58,12.37,0.0711
2023-03-15,store_10,Electronics,Windy,Flash Sale,False,35-44,79.0,1136.54,551.9,584.64,14.39,0.0619
2023-03-15,store_10,Clothing,Rainy,,False,25-34,101.0,1159.46,466.0,693.47,11.48,0.061
2023-03-15,store_10,Groceries,Snowy,,False,25-34,75.0,824.8,480.32,344.48,11.0,0.09
2023-03-15,store_10,Home Goods,Snowy,Flash Sale,False,25-34,64.0,1021.56,510.5,511.06,15.96,0.0695
2023-03-15,store_10,Beauty,Sunny,Seasonal,False,35-44,105.0,1444.99,397.73,1047.26,13.76,0.0657
2023-03-16,store_1,Electronics,Snowy,Seasonal,False,45-54,88.0,1291.52,120.31,,14.68,0.042
2023-03-16,store_1,Clothing,Sunny,Flash Sale,False,55+,107.0,1468.68,,1121.73,13.73,0.0226
2023-03-16,store_1,Groceries,Cloudy,BOGO,False,35-44,133.0,1435.48,331.63,1103.85,10.79,0.0581
2023-03-16,store_1,Home Goods,Sunny,Discount,False,35-44,94.0,1056.68,750.94,305.73,11.24,0.0575
2023-03-16,store_1,Beauty,Snowy,Discount,False,25-34,83.0,1540.23,554.89,985.34,18.56,-0.01
2023-03-16,store_2,Electronics,Cloudy,BOGO,False,18-24,86.0,1572.33,632.25,940.08,18.28,0.0172
2023-03-16,store_2,Clothing,Cloudy,Seasonal,False,45-54,85.0,1691.61,435.44,1256.17,19.9,0.0179
2023-03-16,store_2,Groceries,Sunny,Seasonal,False,45-54,96.0,1902.7,860.93,1041.78,19.82,0.0717
2023-03-16,store_2,Home Goods,Rainy,BOGO,False,25-34,90.0,1020.92,517.6,503.32,11.34,0.0646
2023-03-16,store_2,Beauty,Windy,BOGO,False,18-24,102.0,1241.24,639.62,601.62,12.17,0.0267
2023-03-16,store_3,Electronics,Snowy,BOGO,False,,76.0,1440.56,611.59,828.97,18.95,0.0481
2023-03-16,store_3,Clothing,Rainy,BOGO,False,45-54,76.0,1245.82,429.91,815.91,,0.0525
2023-03-16,store_3,Groceries,Cloudy,,False,45-54,99.0,837.03,495.76,341.27,8.45,0.0654
2023-03-16,store_3,Home Goods,Sunny,BOGO,False,25-34,101.0,1427.41,419.16,1008.25,14.13,0.0631
2023-03-16,store_3,Beauty,,,False,18-24,93.0,898.37,767.61,130.76,9.66,0.0585
2023-03-16,store_4,Electronics,Cloudy,Flash Sale,False,45-54,111.0,1377.81,758.13,619.69,12.41,0.0466
2023-03-16,store_4,Clothing,Snowy,Flash Sale,True,35-44,120.0,742.25,267.02,475.24,6.19,0.0275
2023-03-16,store_4,Groceries,Snowy,BOGO,False,55+,83.0,1386.62,400.01,986.61,16.71,0.0022
2023-03-16,store_4,Home Goods,Snowy,Flash Sale,False,25-34,83.0,1186.68,339.24,847.45,14.3,0.0589
2023-03-16,store_4,Beauty,Cloudy,BOGO,False,45-54,115.0,1416.29,491.73,924.56,12.32,0.0117
2023-03-16,store_5,Electronics,Cloudy,BOGO,False,45-54,99.0,1378.03,185.85,1192.18,13.92,0.043
2023-03-16,store_5,Clothing,Sunny,BOGO,False,18-24,123.0,2277.05,1081.41,1195.64,18.51,0.063
2023-03-16,store_5,Groceries,Sunny,Discount,False,18-24,105.0,1080.67,215.82,864.84,10.29,0.0637
2023-03-16,store_5,Home Goods,Rainy,,False,18-24,111.0,799.38,333.17,466.21,7.2,0.0284
2023-03-16,store_5,Beauty,Rainy,Seasonal,False,18-24,92.0,1305.06,459.17,845.89,14.19,0.0488
2023-03-16,store_6,Electronics,Sunny,,False,35-44,100.0,1310.96,298.35,1012.61,13.11,0.0603
2023-03-16,store_6,Clothing,Windy,,False,45-54,94.0,1169.01,331.5,837.51,12.44,0.0246
2023-03-16,store_6,Groceries,Cloudy,,False,18-24,89.0,984.48,776.85,207.63,11.06,0.0329
2023-03-16,store_6,Home Goods,Rainy,Discount,False,18-24,81.0,1514.26,602.76,911.5,18.69,0.0254
2023-03-16,store_6,Beauty,Rainy,,False,18-24,89.0,1035.72,336.8,698.93,11.64,0.0795
2023-03-16,store_7,Electronics,Sunny,Flash Sale,False,25-34,121.0,1428.09,819.92,608.16,11.8,0.0047
2023-03-16,store_7,Clothing,Rainy,,False,45-54,74.0,639.39,175.16,464.22,8.64,0.0572
2023-03-16,store_7,Groceries,Cloudy,Seasonal,False,25-34,96.0,1221.98,462.27,759.71,12.73,0.0502
2023-03-16,store_7,Home Goods,Snowy,Seasonal,False,45-54,67.0,1292.06,1014.53,277.53,19.28,0.0705
2023-03-16,store_7,Beauty,Cloudy,Seasonal,False,18-24,93.0,996.27,580.47,415.8,10.71,0.0453
2023-03-16,store_8,Electronics,Snowy,Discount,False,18-24,82.0,1405.13,259.29,1145.83,17.14,0.0673
2023-03-16,store_8,Clothing,Rainy,Discount,False,55+,72.0,1006.18,181.6,824.58,13.97,0.0554
2023-03-16,store_8,Groceries,Windy,Discount,False,18-24,109.0,1368.49,403.69,964.8,12.55,0.0313
2023-03-16,store_8,Home Goods,Rainy,Discount,False,25-34,91.0,1324.46,1044.75,279.7,14.55,0.0429
2023-03-16,store_8,Beauty,Rainy,Flash Sale,False,55+,84.0,1235.76,842.39,393.37,14.71,0.0423
2023-03-16,store_9,Electronics,Cloudy,Seasonal,False,35-44,99.0,1478.05,889.02,589.03,14.93,0.0588
2023-03-16,store_9,Clothing,Rainy,Flash Sale,False,35-44,92.0,874.79,451.4,423.39,9.51,0.0695
2023-03-16,store_9,Groceries,Rainy,Seasonal,True,35-44,114.0,1924.97,636.51,1288.47,16.89,0.0454
2023-03-16,store_9,Home Goods,Cloudy,Discount,False,18-24,94.0,1339.06,152.55,1186.51,14.25,0.0496
2023-03-16,store_9,Beauty,Snowy,BOGO,False,18-24,96.0,1251.86,387.74,864.12,13.04,0.0378
2023-03-16,store_10,Electronics,Windy,Flash Sale,False,45-54,95.0,1799.52,572.31,1227.21,18.94,0.0508
2023-03-16,store_10,Clothing,Sunny,,False,35-44,107.0,1224.9,,420.38,11.45,0.0506
2023-03-16,store_10,Groceries,Windy,,False,35-44,95.0,1096.75,730.66,,11.54,0.0658
2023-03-16,store_10,Home Goods,Snowy,BOGO,False,45-54,72.0,1307.25,523.49,783.76,18.16,0.0655
2023-03-16,store_10,Beauty,Cloudy,Flash Sale,False,45-54,102.0,863.2,81.16,782.04,8.46,0.0562
2023-03-17,store_1,Electronics,Cloudy,Seasonal,False,25-34,86.0,1215.4,335.86,879.54,14.13,0.0902
2023-03-17,store_1,Clothing,Rainy,Seasonal,False,35-44,87.0,1758.8,690.59,1068.22,20.22,0.0378
2023-03-17,store_1,Groceries,Snowy,Flash Sale,False,35-44,96.0,898.08,297.99,600.09,9.35,0.0651
2023-03-17,store_1,Home Goods,Snowy,Flash Sale,False,45-54,86.0,916.62,149.07,767.55,10.66,0.0381
2023-03-17,store_1,Beauty,Snowy,Discount,False,45-54,78.0,1174.61,457.25,717.36,15.06,0.0649
2023-03-17,store_2,Electronics,Snowy,,False,35-44,80.0,740.28,360.9,379.37,9.25,0.0464
2023-03-17,store_2,Clothing,Snowy,Discount,False,18-24,84.0,1037.27,329.51,707.76,12.35,0.0584
2023-03-17,store_2,Groceries,Snowy,Discount,False,25-34,86.0,962.81,319.68,643.13,11.2,0.0625
2023-03-17,store_2,Home Goods,Rainy,,True,45-54,133.0,729.47,285.93,443.54,5.48,0.022
2023-03-17,store_2,Beauty,Rainy,BOGO,False,18-24,91.0,1164.11,669.67,494.44,12.79,0.0487
2023-03-17,store_3,Electronics,Snowy,Flash Sale,False,55+,72.0,1231.6,1022.46,209.14,17.11,0.0444
2023-03-17,store_3,Clothing,Cloudy,Discount,False,55+,99.0,1324.93,790.75,534.18,13.38,0.0504
2023-03-17,store_3,Groceries,Snowy,Flash Sale,False,25-34,77.0,740.18,364.27,375.91,9.61,0.0442
2023-03-17,store_3,Home Goods,Snowy,,False,18-24,89.0,533.78,467.19,66.59,6.0,0.0214
2023-03-17,store_3,Beauty,Sunny,BOGO,False,55+,113.0,2281.41,1040.43,1240.97,20.19,0.0368
2023-03-17,store_4,Electronics,Cloudy,Discount,False,45-54,98.0,1661.76,772.46,889.3,16.96,0.0283
2023-03-17,store_4,Clothing,Rainy,Flash Sale,False,35-44,96.0,1279.56,,592.32,13.33,0.0315
2023-03-17,store_4,Groceries,Rainy,BOGO,False,55+,90.0,1000.64,149.02,851.62,11.12,0.0537
2023-03-17,store_4,Home Goods,Snowy,Seasonal,,25-34,78.0,875.78,487.95,387.82,11.23,0.0389
2023-03-17,store_4,Beauty,Windy,BOGO,False,35-44,76.0,1480.79,142.64,1338.15,19.48,0.0427
2023-03-17,store_5,Electronics,Rainy,BOGO,False,45-54,74.0,1303.64,445.16,858.47,17.62,0.04
2023-03-17,store_5,Clothing,Sunny,,False,45-54,123.0,,238.33,562.89,6.51,0.0323
2023-03-17,store_5,Groceries,Rainy,Discount,False,25-34,90.0,972.91,336.57,636.34,10.81,0.0317
2023-03-17,store_5,Home Goods,Cloudy,Flash Sale,False,55+,93.0,1134.81,493.53,641.28,12.2,0.0455
2023-03-17,store_5,Beauty,Cloudy,Seasonal,False,25-34,98.0,1148.6,350.07,798.53,11.72,0.0653
2023-03-17,store_6,Electronics,Rainy,BOGO,False,55+,80.0,1155.22,565.1,590.12,14.44,0.0651
2023-03-17,store_6,Clothing,Rainy,Seasonal,False,25-34,103.0,1000.85,264.57,736.28,9.72,0.0973
2023-03-17,store_6,Groceries,Snowy,Seasonal,False,18-24,68.0,1238.0,449.5,788.5,18.21,0.0412
2023-03-17,store_6,Home Goods,Cloudy,Seasonal,False,45-54,109.0,1285.92,1135.87,150.05,11.8,0.0505
2023-03-17,store_6,Beauty,Rainy,Seasonal,False,55+,93.0,1340.71,313.67,1027.04,14.42,0.0625
2023-03-17,store_7,Electronics,Snowy,Flash Sale,False,35-44,70.0,931.4,167.08,,13.31,0.017
2023-03-17,store_7,Clothing,Sunny,Flash Sale,False,25-34,113.0,1329.35,1015.32,314.03,11.76,0.0526
2023-03-17,store_7,Groceries,Cloudy,Discount,False,18-24,98.0,1114.21,386.8,727.42,11.37,0.0705
2023-03-17,store_7,Home Goods,Snowy,Discount,False,18-24,77.0,1302.67,209.93,1092.74,16.92,0.0047
2023-03-17,store_7,Beauty,Cloudy,BOGO,False,45-54,102.0,1403.47,1065.92,337.55,13.76,0.0367
2023-03-17,store_8,Electronics,Windy,Discount,False,35-44,96.0,1157.59,421.43,736.16,12.06,0.0419
2023-03-17,store_8,Clothing,Snowy,BOGO,False,55+,72.0,1212.6,437.31,775.29,16.84,0.0271
2023-03-17,store_8,Groceries,Rainy,Discount,,55+,89.0,1052.07,893.27,158.81,11.82,0.0431
2023-03-17,store_8,Home Goods,Windy,,False,18-24,85.0,748.38,19.23,729.15,8.8,0.0203
2023-03-17,store_8,Beauty,Rainy,Seasonal,False,35-44,99.0,1520.48,434.48,1086.01,15.36,0.0391
2023-03-17,store_9,Electronics,Rainy,Flash Sale,False,18-24,90.0,1037.03,209.72,827.31,11.52,0.0576
2023-03-17,store_9,Clothing,Cloudy,BOGO,False,35-44,94.0,1347.9,470.2,877.7,14.34,0.0491
2023-03-17,store_9,Groceries,Sunny,,False,45-54,96.0,1170.02,357.46,812.56,12.19,0.0324
2023-03-17,store_9,Home Goods,Sunny,BOGO,False,25-34,115.0,1078.83,533.27,545.56,9.38,0.0308
2023-03-17,store_9,Beauty,Snowy,Flash Sale,False,55+,,1029.58,231.37,798.21,14.5,0.002
2023-03-17,store_10,Electronics,Snowy,BOGO,False,35-44,78.0,1434.5,387.03,1047.47,18.39,0.0343
2023-03-17,store_10,Clothing,Snowy,BOGO,False,55+,80.0,1213.93,310.17,903.76,15.17,0.0768
2023-03-17,store_10,Groceries,Snowy,BOGO,False,25-34,73.0,1142.68,256.31,886.38,15.65,0.0695
2023-03-17,store_10,Home Goods,Cloudy,,False,35-44,106.0,851.74,188.18,663.56,8.04,0.0633
2023-03-17,store_10,Beauty,Windy,,False,35-44,99.0,,285.49,737.26,10.33,0.0346
2023-03-18,store_1,Electronics,Snowy,Seasonal,True,45-54,163.0,1323.45,294.6,1028.85,8.12,0.0224
2023-03-18,store_1,Clothing,Cloudy,Flash Sale,False,55+,111.0,1417.47,1165.66,251.81,12.77,0.0196
2023-03-18,store_1,Groceries,Sunny,BOGO,False,55+,127.0,2250.77,714.88,1535.89,17.72,0.0541
2023-03-18,store_1,Home Goods,Sunny,Seasonal,False,25-34,154.0,2297.68,955.49,1342.19,14.92,0.0913
2023-03-18,store_1,Beauty,Snowy,,False,25-34,105.0,,491.45,476.43,9.22,0.0612
2023-03-18,store_2,Electronics,Rainy,,False,25-34,124.0,847.14,547.37,299.77,6.83,0.0605
2023-03-18,store_2,Clothing,Sunny,BOGO,False,35-44,160.0,2298.11,1063.51,1234.6,14.36,0.0724
2023-03-18,store_2,Groceries,Sunny,Flash Sale,False,18-24,158.0,1888.5,848.22,1040.28,11.95,0.028
2023-03-18,store_2,Home Goods,Snowy,Flash Sale,False,55+,104.0,1413.26,881.63,531.63,13.59,0.0128
2023-03-18,store_2,Beauty,Snowy,Flash Sale,False,55+,108.0,1466.81,408.09,1058.72,13.58,0.0371
2023-03-18,store_3,Electronics,Sunny,Discount,False,18-24,132.0,2657.61,1069.64,1587.98,20.13,0.0489
2023-03-18,store_3,Clothing,Cloudy,Discount,False,55+,122.0,1679.33,671.56,1007.76,13.76,0.0332
2023-03-18,store_3,Groceries,Sunny,,,25-34,128.0,1340.0,193.25,1146.76,10.47,0.0721
2023-03-18,store_3,Home Goods,Snowy,,True,25-34,137.0,1277.36,353.67,923.7,,0.0273
2023-03-18,store_3,Beauty,Rainy,,False,35-44,106.0,1838.53,1298.5,540.03,17.34,0.0619
2023-03-18,store_4,Electronics,Snowy,Flash Sale,True,35-44,165.0,2299.04,1925.61,373.43,13.93,0.0501
2023-03-18,store_4,Clothing,Snowy,,False,45-54,85.0,1109.02,337.81,771.2,13.05,0.0195
2023-03-18,store_4,Groceries,Windy,,True,55+,185.0,1920.45,411.98,1508.47,10.38,0.0452
2023-03-18,store_4,Home Goods,Sunny,Discount,False,45-54,150.0,1859.41,488.25,1371.17,12.4,0.0143
2023-03-18,store_4,Beauty,Sunny,BOGO,False,55+,127.0,1891.51,236.51,1655.0,14.89,0.0153
2023-03-18,store_5,Electronics,Cloudy,Seasonal,False,25-34,128.0,2071.05,522.32,1548.73,16.18,0.0268
2023-03-18,store_5,Clothing,Snowy,Discount,,18-24,90.0,1253.82,328.09,925.73,13.93,0.0426
2023-03-18,store_5,Groceries,Windy,BOGO,False,35-44,137.0,1490.75,174.54,1316.21,10.88,0.084
2023-03-18,store_5,Home Goods,Windy,Flash Sale,False,25-34,133.0,1367.17,385.9,981.27,10.28,0.0243
2023-03-18,store_5,Beauty,Windy,BOGO,False,,114.0,2051.08,383.69,1667.39,17.99,0.0497
2023-03-18,store_6,Electronics,Cloudy,Flash Sale,False,,144.0,2044.47,827.93,1216.54,14.2,0.0838
2023-03-18,store_6,Clothing,Snowy,,False,55+,105.0,860.89,329.18,531.71,8.2,0.0574
2023-03-18,store_6,Groceries,Snowy,Discount,False,18-24,106.0,1585.02,880.28,,14.95,0.0233
2023-03-18,store_6,Home Goods,Snowy,,False,25-34,102.0,1315.03,790.33,524.7,12.89,0.0709
2023-03-18,store_6,Beauty,Rainy,Seasonal,False,35-44,104.0,1266.72,684.85,581.87,12.18,0.0914
2023-03-18,store_7,Electronics,Rainy,,False,35-44,131.0,1250.22,663.99,586.23,9.54,0.05
2023-03-18,store_7,Clothing,Snowy,,False,25-34,107.0,1081.86,363.79,,10.11,0.0491
2023-03-18,store_7,Groceries,Windy,BOGO,False,18-24,130.0,2000.23,915.37,1084.86,15.39,0.0344
2023-03-18,store_7,Home Goods,Cloudy,,False,25-34,141.0,1203.26,471.09,732.16,8.53,0.03
2023-03-18,store_7,Beauty,Cloudy,Discount,False,45-54,119.0,1310.78,236.17,1074.61,11.01,0.034
2023-03-18,store_8,Electronics,Cloudy,Flash Sale,False,55+,97.0,1072.19,113.63,958.56,11.05,0.0457
2023-03-18,store_8,Clothing,Rainy,Flash Sale,False,55+,112.0,1592.93,553.2,,14.22,0.0534
2023-03-18,store_8,Groceries,Cloudy,Discount,False,18-24,139.0,1497.83,782.28,715.55,10.78,0.0468
2023-03-18,store_8,Home Goods,Sunny,,False,18-24,147.0,1621.41,503.5,1117.91,11.03,0.0381
2023-03-18,store_8,Beauty,Cloudy,,False,45-54,115.0,1588.58,1088.55,500.03,13.81,0.0563
2023-03-18,store_9,Electronics,Windy,Discount,False,35-44,133.0,1654.47,1064.21,590.26,12.44,0.0454
2023-03-18,store_9,Clothing,Rainy,Discount,False,35-44,126.0,1324.06,615.59,708.47,10.51,0.0559
2023-03-18,store_9,Groceries,Sunny,BOGO,False,18-24,165.0,1657.41,663.82,993.58,10.04,0.0425
2023-03-18,store_9,Home Goods,Cloudy,,False,35-44,146.0,1083.11,760.63,322.48,7.42,0.0407
2023-03-18,store_9,Beauty,Rainy,BOGO,False,25-34,117.0,1585.33,1198.45,386.88,13.55,0.043
2023-03-18,store_10,Electronics,Sunny,,False,45-54,145.0,1590.01,239.53,1350.48,10.97,0.0295
2023-03-18,store_10,Clothing,Rainy,,False,25-34,115.0,1401.82,867.49,534.33,12.19,0.0412
2023-03-18,store_10,Groceries,Snowy,Seasonal,False,35-44,104.0,1194.81,298.26,896.56,11.49,0.0344
2023-03-18,store_10,Home Goods,Cloudy,,False,45-54,133.0,1387.96,941.52,446.43,10.44,0.0833
2023-03-18,store_10,Beauty,Sunny,Discount,False,45-54,122.0,1706.03,534.42,1171.61,13.98,0.0437
2023-03-19,store_1,Electronics,Snowy,,True,45-54,163.0,1872.55,1121.1,751.45,11.49,0.0267
2023-03-19,store_1,Clothing,Snowy,Flash Sale,False,18-24,95.0,1519.81,922.34,597.46,16.0,0.0533
2023-03-19,store_1,Groceries,Windy,,False,35-44,128.0,1431.6,,595.99,11.18,0.0423
2023-03-19,store_1,Home Goods,Cloudy,Flash Sale,False,35-44,149.0,1493.81,386.04,1107.77,10.03,0.064
